query_id,pearson,spearman,ndcg_at_0_5_pct,ndcg_at_1pct,ndcg_at_5pct,ndcg_at_top_200,enrichment_at_0_5pct,enrichment_at_1pct,enrichment_at_5pct,enrichment_at_top_200,recall_at_0_5pct,recall_at_1pct,recall_at_5pct,recall_at_top_200
53,0.010110510193611902,0.029580806906582328,0.5371985989742044,0.5549687472901541,0.5807593703026055,0.534492237714273,0.11613763349886486,0.1425919366482012,0.08758737220808825,0.09684840745738932,0.007751937984496124,0.04263565891472868,0.13576415826221877,0.035
54,0.1129511771505671,0.09949684501450248,0.5857351419706689,0.6012088009338422,0.6360227527360363,0.6027496027658318,0.22621864412846887,0.23686072719089693,0.21280246492162383,0.2563444277082106,0.046511627906976744,0.07751937984496124,0.2273079906904577,0.075
55,0.1656141648813855,0.15220323160397492,0.8491051995746094,0.8353742141359435,0.8202532650250645,0.8382358726136946,0.7572482175858781,0.7177700083541796,0.6325428512580447,0.7270794843393773,0.13533834586466165,0.22264150943396227,0.4920754716981132,0.18
56,0.02960553292085918,0.03293545767990318,0.5329760230034681,0.5140021590133822,0.5387501383512269,0.5194615328580185,0.15514778777725982,0.08959234181492852,0.05127196827912461,0.11017487831763623,0.015037593984962405,0.026415094339622643,0.09962264150943397,0.015
57,0.12122379146404617,0.1012122223561339,0.6111427269285267,0.581225368493466,0.6078636814076178,0.5893101274571547,0.3118882491705791,0.21824665871478216,0.19300749282360957,0.2432935821626161,0.07518796992481203,0.07547169811320754,0.2037735849056604,0.07
58,0.11213291759357379,0.125192893294794,0.8377475205842964,0.8284856501939017,0.8141266942855847,0.8392327113097056,0.7172236255897245,0.6803786795197262,0.5935943951344169,0.7160961255964834,0.043795620437956206,0.20437956204379562,0.5113221329437546,0.09
59,0.002244637316872912,0.0034100847110469803,0.5781851689960714,0.5763066843727321,0.5701453065304899,0.5748708034267149,0.16835357011581253,0.1763056726888505,0.07746860085405138,0.16832443765723204,0.021897810218978103,0.0364963503649635,0.11176040905770636,0.03
60,0.09125559389306061,0.07172586895633414,0.6434851561329459,0.618643473434783,0.6176873586816964,0.6353726971264865,0.29389049382892435,0.24194441107222184,0.17754465949188816,0.28324672017017954,0.029197080291970802,0.08029197080291971,0.19138056975894813,0.06
61,0.1983546891100141,0.1924918784405916,0.6999117404575625,0.7136844933429141,0.7188459777434738,0.6661688436214456,0.5798651382519626,0.5667382922023826,0.46671099146218326,0.5480033785892319,0.11583924349881797,0.25680473372781065,0.3087121212121212,0.02
62,-0.00968434667770666,0.00805246446616371,0.4334020940597424,0.448497300637474,0.5068523168079884,0.4239813755427726,0.09639829170302879,0.09704870932828498,0.06748636073118278,0.1064453121762949,0.014184397163120567,0.022485207100591716,0.0703125,0.01
63,0.14596885445118257,0.13717002618841956,0.43255047863089613,0.4538766476806783,0.5404390080125995,0.42377414317466783,0.09917076902083279,0.10897934964973349,0.14483719609044474,0.10896135118254931,0.0070921985815602835,0.02485207100591716,0.09161931818181818,0.005
64,0.21465281381701734,0.19112130429210897,0.7340432643134892,0.7215675242231377,0.6734063257029019,0.7269349153457196,0.6080126844439714,0.5606385908805938,0.36957407455706426,0.6225209237059847,0.2101010101010101,0.2810920121334681,0.3240946793445276,0.085
65,-0.018316851593514406,-0.001975024755166663,0.42262616897134386,0.42511668085723914,0.4831672142906816,0.4260413258347329,0.07945828291870112,0.05999680725503583,0.046935598678594474,0.10723242989450289,0.014141414141414142,0.01820020222446916,0.061905725268055836,0.015
66,0.14699453530342527,0.14069980623930092,0.4369178825899094,0.4495721906219759,0.5213939218952711,0.42470052283776166,0.11733178713722406,0.11236520798904959,0.12732393675977918,0.11857412342190286,0.022222222222222223,0.03741152679474216,0.09488165081934048,0.005
67,0.20425958060649715,0.18773283773238122,0.5705668344139663,0.6122152501211364,0.6055742565941099,0.4647865290614489,0.3792522891733462,0.4168591131016549,0.26728336767872174,0.22402464938834213,0.16695352839931152,0.23493975903614459,0.3028059907040799,0.04
68,-0.05637103587290207,-0.0587969452262759,0.43274079593616843,0.42694989635049924,0.4575575207581376,0.43807621404351255,0.10924974967918716,0.07276372525203892,0.004679327616322725,0.1354951520131685,0.0189328743545611,0.039586919104991396,0.06455500086073335,0.01
